Company,Organization,Date,Headline,Article,Relevance
GOOG,Alphabet Inc,23-04-2015,Google first-quarter revenue rises 12 pct ,April 23 Google Inc's first-quarter revenue jumped 12 percent  helped by an 11 percent increase in ad sales.,normal
GOOGL,Alphabet Inc,23-04-2015,Google shares rise after online ad sales drive revenue higher ,Google Inc reported higher quarterly revenue and  profit as rising online ad volume offset a hit from the strong dollar  sending the Internet company's shares higher in after-hours trading.,topStory
GOOGL,Alphabet Inc,23-04-2015,Google first-quarter revenue rises 12 pct ,April 23 Google Inc's first-quarter revenue jumped 12 percent  helped by an 11 percent increase in ad sales.,normal
GOOG,Alphabet Inc,24-04-2015,Suit claims Google won't hire job applicants over 40 ,A new proposed class action lawsuit says Google Inc discriminates against older workers by refusing to hire job applicants over 40  echoing broader claims of age discrimination in the tech industry.,normal
GOOGL,Alphabet Inc,24-04-2015,Suit claims Google won't hire job applicants over 40 ,A new proposed class action lawsuit says Google Inc discriminates against older workers by refusing to hire job applicants over 40  echoing broader claims of age discrimination in the tech industry.,normal
GOOG,Alphabet Inc,25-04-2015,Google executive killed in Mount Everest avalanche after quake ,Dan Fredinburg  a Google Inc executive based in California  was among those killed on Saturday in an avalanche on Mount Everest caused by a devastating earthquake in Nepal  the company said.,topStory
GOOG,Alphabet Inc,25-04-2015,Google executive killed in Mount Everest avalanche after quake ,April 25 Dan Fredinburg  a Google Inc  executive based in California  was among those killed on Saturday in an avalanche on Mount Everest caused by a devastating earthquake in Nepal  the company said.,normal
GOOGL,Alphabet Inc,25-04-2015,Google executive killed in Mount Everest avalanche after quake ,Dan Fredinburg  a Google Inc executive based in California  was among those killed on Saturday in an avalanche on Mount Everest caused by a devastating earthquake in Nepal  the company said.,topStory
GOOGL,Alphabet Inc,25-04-2015,Google executive killed in Mount Everest avalanche after quake ,April 25 Dan Fredinburg  a Google Inc  executive based in California  was among those killed on Saturday in an avalanche on Mount Everest caused by a devastating earthquake in Nepal  the company said.,normal
GOOG,Alphabet Inc,27-04-2015,Google launches portal to buy patents ,Google Inc  said it would launch an experimental portal that allows interested patent holders to sell their patents to the company.,topStory
GOOG,Alphabet Inc,27-04-2015,Google launches portal to buy patents ,April 27 Google Inc said it would launch an experimental portal that allows interested patent holders to sell their patents to the company.,normal
GOOG,Alphabet Inc,27-04-2015,EU antitrust case against Google based on 19 complainants: sources ,BRUSSELS/BERLIN The European Union's decision to take on Google last week stems from official complaints by 19 companies in Europe and the United States  including Microsoft and a number of small firms  people familiar with the matter said on Friday.,normal
GOOGL,Alphabet Inc,27-04-2015,Google launches portal to buy patents ,Google Inc  said it would launch an experimental portal that allows interested patent holders to sell their patents to the company.,topStory
GOOGL,Alphabet Inc,27-04-2015,Google launches portal to buy patents ,April 27 Google Inc said it would launch an experimental portal that allows interested patent holders to sell their patents to the company.,normal
GOOGL,Alphabet Inc,27-04-2015,EU antitrust case against Google based on 19 complainants: sources ,BRUSSELS/BERLIN The European Union's decision to take on Google last week stems from official complaints by 19 companies in Europe and the United States  including Microsoft and a number of small firms  people familiar with the matter said on Friday.,normal
GOOG,Alphabet Inc,28-04-2015,BRIEF-Solocal and Google to develop joint B2B offer ,* Strategic partnership with Google includes development of joint B2B offer and organization of series of events in France to present this solution to enterprises,topStory
GOOGL,Alphabet Inc,28-04-2015,BRIEF-Solocal and Google to develop joint B2B offer ,* Strategic partnership with Google includes development of joint B2B offer and organization of series of events in France to present this solution to enterprises,topStory
GOOG,Alphabet Inc,29-04-2015,Google launches security feature for Chrome web browser ,NEW YORK Google Inc on Wednesday announced a free extension for its Chrome web browser that better protects Google accounts  including email  against online attackers trying to steal passwords and other personal information.,normal
GOOG,Alphabet Inc,29-04-2015,Google launches security feature for Chrome web browser ,NEW YORK  April 29 Google Inc on Wednesday announced a free extension for its Chrome web browser that better protects Google accounts  including email  against online attackers trying to steal passwords and other personal information.,normal
GOOGL,Alphabet Inc,29-04-2015,Google launches security feature for Chrome web browser ,NEW YORK Google Inc on Wednesday announced a free extension for its Chrome web browser that better protects Google accounts  including email  against online attackers trying to steal passwords and other personal information.,normal
GOOGL,Alphabet Inc,29-04-2015,Google launches security feature for Chrome web browser ,NEW YORK  April 29 Google Inc on Wednesday announced a free extension for its Chrome web browser that better protects Google accounts  including email  against online attackers trying to steal passwords and other personal information.,normal
GOOG,Alphabet Inc,15-05-2015,Google's self-driving cars to hit roads  with steering wheels ,DETROIT Google Inc will begin testing self-driving cars of its own design on public roads this summer  but they will have steering wheels and brakes  which is not what the company described a year ago. | Video ,topStory
GOOG,Alphabet Inc,15-05-2015,UPDATE 2-Google's self-driving cars to hit roads  with steering wheels ,DETROIT  May 15 Google Inc will begin testing self-driving cars of its own design on public roads this summer  but they will have steering wheels and brakes  which is not what the company described a year ago.,normal
GOOG,Alphabet Inc,15-05-2015,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOG,Alphabet Inc,15-05-2015,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOG,Alphabet Inc,15-05-2015,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOG,Alphabet Inc,15-05-2015,Google's new self-driving cars to hit roads  with steering wheels ,DETROIT  May 15 Google Inc's  self-driving cars will begin testing on public roads this summer  but it turns out they will have steering wheels and brakes  which is not what the company envisioned a year ago.,normal
GOOG,Alphabet Inc,15-05-2015,RPT-INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOG,Alphabet Inc,15-05-2015,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOGL,Alphabet Inc,15-05-2015,Google's self-driving cars to hit roads  with steering wheels ,DETROIT Google Inc will begin testing self-driving cars of its own design on public roads this summer  but they will have steering wheels and brakes  which is not what the company described a year ago. | Video ,topStory
GOOGL,Alphabet Inc,15-05-2015,UPDATE 2-Google's self-driving cars to hit roads  with steering wheels ,DETROIT  May 15 Google Inc will begin testing self-driving cars of its own design on public roads this summer  but they will have steering wheels and brakes  which is not what the company described a year ago.,normal
GOOGL,Alphabet Inc,15-05-2015,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOGL,Alphabet Inc,15-05-2015,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOGL,Alphabet Inc,15-05-2015,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOGL,Alphabet Inc,15-05-2015,Google's new self-driving cars to hit roads  with steering wheels ,DETROIT  May 15 Google Inc's  self-driving cars will begin testing on public roads this summer  but it turns out they will have steering wheels and brakes  which is not what the company envisioned a year ago.,normal
GOOGL,Alphabet Inc,15-05-2015,RPT-INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOGL,Alphabet Inc,15-05-2015,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
GOOG,Alphabet Inc,18-05-2015,U.S. appeals court rules for Google in anti-Islamic film case ,SAN FRANCISCO  May 18 A U.S. appeals court on Monday ruled in favor of Google Inc over a woman's attempt to remove an anti-Islamic film from YouTube  saying that an injunction that had prohibited the company from broadcasting it should be dissolved.,normal
GOOGL,Alphabet Inc,18-05-2015,U.S. appeals court rules for Google in anti-Islamic film case ,SAN FRANCISCO  May 18 A U.S. appeals court on Monday ruled in favor of Google Inc over a woman's attempt to remove an anti-Islamic film from YouTube  saying that an injunction that had prohibited the company from broadcasting it should be dissolved.,normal
GOOG,Alphabet Inc,21-05-2015,Russia warns Google  Twitter and Facebook on law violations ,MOSCOW/FRANKFURT Russia's media watchdog has written to Google  Twitter and Facebook warning them against violating Russian Internet laws and a spokesman said on Thursday they risk being blocked if they do not comply with the rules.,topStory
GOOG,Alphabet Inc,21-05-2015,Russia warns Google  Twitter and Facebook on law violations ,MOSCOW/FRANKFURT  May 21 Russia's media watchdog has written to Google  Twitter and Facebook warning them against violating Russian Internet laws and a spokesman said on Thursday they risk being blocked if they do not comply with the rules.,normal
GOOGL,Alphabet Inc,21-05-2015,Russia warns Google  Twitter and Facebook on law violations ,MOSCOW/FRANKFURT Russia's media watchdog has written to Google  Twitter and Facebook warning them against violating Russian Internet laws and a spokesman said on Thursday they risk being blocked if they do not comply with the rules.,topStory
GOOGL,Alphabet Inc,21-05-2015,Russia warns Google  Twitter and Facebook on law violations ,MOSCOW/FRANKFURT  May 21 Russia's media watchdog has written to Google  Twitter and Facebook warning them against violating Russian Internet laws and a spokesman said on Thursday they risk being blocked if they do not comply with the rules.,normal
GOOG,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,topStory
GOOG,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOG,Alphabet Inc,26-05-2015,UPDATE 2-Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO  May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOG,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court not to hear Google copyright fight ,WASHINGTON  May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOGL,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,topStory
GOOGL,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOGL,Alphabet Inc,26-05-2015,UPDATE 2-Obama administration asks U.S. top court to decline Google copyright appeal ,WASHINGTON/SAN FRANCISCO  May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOGL,Alphabet Inc,26-05-2015,Obama administration asks U.S. top court not to hear Google copyright fight ,WASHINGTON  May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry  according to a court filing.,normal
GOOG,Alphabet Inc,28-05-2015,UPDATE 1-Google shows off virtual reality collaboration with GoPro ,SAN FRANCISCO  May 28 Action camera maker GoPro Inc and Google Inc introduced a virtual reality system using 16 cameras and Google software  sending GoPro shares up nearly 7 percent on Thursday.,normal
GOOG,Alphabet Inc,28-05-2015,GoPro to sell camera system equipped with Google technology ,SAN FRANCISCO  May 28 GoPro Inc will sell a virtual reality camera system equipped with Google Inc  technology  Google vice president of product management Clay Bavor said on Thursday.,normal
GOOGL,Alphabet Inc,28-05-2015,UPDATE 1-Google shows off virtual reality collaboration with GoPro ,SAN FRANCISCO  May 28 Action camera maker GoPro Inc and Google Inc introduced a virtual reality system using 16 cameras and Google software  sending GoPro shares up nearly 7 percent on Thursday.,normal
GOOGL,Alphabet Inc,28-05-2015,GoPro to sell camera system equipped with Google technology ,SAN FRANCISCO  May 28 GoPro Inc will sell a virtual reality camera system equipped with Google Inc  technology  Google vice president of product management Clay Bavor said on Thursday.,normal
GOOG,Alphabet Inc,29-05-2015,Fingerprint Cards shares at record after Google tie-up ,STOCKHOLM Swedish fingerprint sensor firm Fingerprint Cards said it had cooperated with Google on fingerprint recognition in the new Android software platform  as the U.S. software group looks to boost the use of fingerprint sensors on mobile phones.,normal
GOOG,Alphabet Inc,29-05-2015,BRIEF-Fingerprint Cards says supports Google's Android M preview ,* Says supports fingerprint sensor capabilities with google's android m developer preview,normal
GOOGL,Alphabet Inc,29-05-2015,Fingerprint Cards shares at record after Google tie-up ,STOCKHOLM Swedish fingerprint sensor firm Fingerprint Cards said it had cooperated with Google on fingerprint recognition in the new Android software platform  as the U.S. software group looks to boost the use of fingerprint sensors on mobile phones.,normal
GOOGL,Alphabet Inc,29-05-2015,BRIEF-Fingerprint Cards says supports Google's Android M preview ,* Says supports fingerprint sensor capabilities with google's android m developer preview,normal
GOOG,Alphabet Inc,01-06-2015,Google says 21 percent of tech hires in 2014 were women ,Google Inc said 21 percent of tech hires last year were women  boosting overall number of women in technical roles by 1 percent  as part of efforts to increase diversity.,topStory
GOOG,Alphabet Inc,01-06-2015,Google says 21 pct of tech hires in 2014 were women ,June 1 Google Inc said 21 percent of tech hires last year were women  boosting overall number of women in technical roles by 1 percent  as part of efforts to increase diversity.,normal
GOOG,Alphabet Inc,01-06-2015,BRIEF-Opera Software and Google signs new agreement ,* Opera Software ASA and Google Inc. have entered into a new agreement to integrate Google as the default search partner for the Opera mobile and desktop browsers (Opera Desktop  Opera Mobile and Opera Mini),normal
GOOGL,Alphabet Inc,01-06-2015,Google says 21 percent of tech hires in 2014 were women ,Google Inc said 21 percent of tech hires last year were women  boosting overall number of women in technical roles by 1 percent  as part of efforts to increase diversity.,topStory
GOOGL,Alphabet Inc,01-06-2015,Google says 21 pct of tech hires in 2014 were women ,June 1 Google Inc said 21 percent of tech hires last year were women  boosting overall number of women in technical roles by 1 percent  as part of efforts to increase diversity.,normal
GOOGL,Alphabet Inc,01-06-2015,BRIEF-Opera Software and Google signs new agreement ,* Opera Software ASA and Google Inc. have entered into a new agreement to integrate Google as the default search partner for the Opera mobile and desktop browsers (Opera Desktop  Opera Mobile and Opera Mini),normal
GOOG,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,topStory
GOOG,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,BRUSSELS U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,normal
GOOG,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,BRUSSELS  June 2 U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's  ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,normal
GOOG,Alphabet Inc,02-06-2015,Google demands movie studios comply with subpoenas ,Google Inc has asked a federal judge to require three major movie studios to comply with subpoenas it believes may help show they conspired with Mississippi Attorney General Jim Hood as he investigated the Internet search company.,normal
GOOG,Alphabet Inc,02-06-2015,Google demands movie studios comply with subpoenas ,NEW YORK  June 2 Google Inc has asked a federal judge to require three major movie studios to comply with subpoenas it believes may help show they conspired with Mississippi Attorney General Jim Hood as he investigated the Internet search company.,normal
GOOG,Alphabet Inc,02-06-2015,Indian automaker Mahindra to fit Google's Android technology in SUVs ,NEW DELHI  June 2 Mahindra & Mahindra Ltd   India's top-selling utility vehicle maker  plans to offer Google Inc's Android Auto technology in its vehicles  a top company executive said in a statement on Tuesday.,normal
GOOGL,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,topStory
GOOGL,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,BRUSSELS U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,normal
GOOGL,Alphabet Inc,02-06-2015,Privacy app maker files EU antitrust complaint against Google ,BRUSSELS  June 2 U.S. tech firm Disconnect has filed a complaint to EU antitrust regulators against Google's  ban on its privacy app  accusing the Silicon Valley giant of abusing its dominant market position.,normal
GOOGL,Alphabet Inc,02-06-2015,Google demands movie studios comply with subpoenas ,Google Inc has asked a federal judge to require three major movie studios to comply with subpoenas it believes may help show they conspired with Mississippi Attorney General Jim Hood as he investigated the Internet search company.,normal
GOOGL,Alphabet Inc,02-06-2015,Google demands movie studios comply with subpoenas ,NEW YORK  June 2 Google Inc has asked a federal judge to require three major movie studios to comply with subpoenas it believes may help show they conspired with Mississippi Attorney General Jim Hood as he investigated the Internet search company.,normal
GOOGL,Alphabet Inc,02-06-2015,Indian automaker Mahindra to fit Google's Android technology in SUVs ,NEW DELHI  June 2 Mahindra & Mahindra Ltd   India's top-selling utility vehicle maker  plans to offer Google Inc's Android Auto technology in its vehicles  a top company executive said in a statement on Tuesday.,normal
GOOG,Alphabet Inc,03-06-2015,Three Google directors survive challenge over pay ,Three Google Inc  compensation committee members were re-elected on Wednesday  the technology company said at its annual meeting  despite a challenge from a high-profile proxy adviser that raised concerns over executive pay.,topStory
GOOG,Alphabet Inc,03-06-2015,UPDATE 2-Three Google directors survive challenge over pay ,June 3 Three Google Inc compensation committee members were re-elected on Wednesday  the technology company said at its annual meeting  despite a challenge from a high-profile proxy adviser that raised concerns over executive pay.,normal
GOOG,Alphabet Inc,03-06-2015,ISS recommends Google shareholders withhold vote for 3 directors ,"June 3 Proxy adviser Institutional Shareholder Services (ISS) has recommended that Google Inc's  shareholders withhold votes for all three directors on the company's compensation committee  saying ""mega grants"" provided to the executive chairman and chief business officer were ""problematic"".",normal
GOOGL,Alphabet Inc,03-06-2015,Three Google directors survive challenge over pay ,Three Google Inc  compensation committee members were re-elected on Wednesday  the technology company said at its annual meeting  despite a challenge from a high-profile proxy adviser that raised concerns over executive pay.,topStory
GOOGL,Alphabet Inc,03-06-2015,UPDATE 2-Three Google directors survive challenge over pay ,June 3 Three Google Inc compensation committee members were re-elected on Wednesday  the technology company said at its annual meeting  despite a challenge from a high-profile proxy adviser that raised concerns over executive pay.,normal
GOOGL,Alphabet Inc,03-06-2015,ISS recommends Google shareholders withhold vote for 3 directors ,"June 3 Proxy adviser Institutional Shareholder Services (ISS) has recommended that Google Inc's  shareholders withhold votes for all three directors on the company's compensation committee  saying ""mega grants"" provided to the executive chairman and chief business officer were ""problematic"".",normal
GOOG,Alphabet Inc,05-06-2015,Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars as public interest groups ask for more data on the safety of the project.,topStory
GOOG,Alphabet Inc,05-06-2015,Amazon  Google race to get your DNA into the cloud ,NEW YORK Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018. | Video ,normal
GOOG,Alphabet Inc,05-06-2015,CORRECTED-INSIGHT-Amazon  Google race to get your DNA into the cloud ,NEW YORK  June 5 Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018.,normal
GOOG,Alphabet Inc,05-06-2015,RPT - INSIGHT-Amazon  Google race to get your DNA into the cloud ,NEW YORK  June 5 Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018.,normal
GOOGL,Alphabet Inc,05-06-2015,Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars as public interest groups ask for more data on the safety of the project.,topStory
GOOGL,Alphabet Inc,05-06-2015,Amazon  Google race to get your DNA into the cloud ,NEW YORK Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018. | Video ,normal
GOOGL,Alphabet Inc,05-06-2015,CORRECTED-INSIGHT-Amazon  Google race to get your DNA into the cloud ,NEW YORK  June 5 Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018.,normal
GOOGL,Alphabet Inc,05-06-2015,RPT - INSIGHT-Amazon  Google race to get your DNA into the cloud ,NEW YORK  June 5 Amazon.com Inc is in a race against Google Inc to store data on human DNA  seeking both bragging rights in helping scientists make new medical discoveries and market share in a business that may be worth $1 billion a year by 2018.,normal
GOOG,Alphabet Inc,06-06-2015,No transaction fee for Google on mobile phone payments -WSJ ,June 6 Google's new mobile phone payment service  Android Pay  will not garner any transaction fees from credit card companies  which may put pressure on competitor Apple to drop or lower its charges  the Wall Street Journal reported.,topStory
GOOG,Alphabet Inc,06-06-2015,UPDATE 1-Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars.,normal
GOOG,Alphabet Inc,06-06-2015,CORRECTED-Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars.,normal
GOOGL,Alphabet Inc,06-06-2015,No transaction fee for Google on mobile phone payments -WSJ ,June 6 Google's new mobile phone payment service  Android Pay  will not garner any transaction fees from credit card companies  which may put pressure on competitor Apple to drop or lower its charges  the Wall Street Journal reported.,topStory
GOOGL,Alphabet Inc,06-06-2015,UPDATE 1-Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars.,normal
GOOGL,Alphabet Inc,06-06-2015,CORRECTED-Google to release monthly data on self-driving car accidents ,June 5 Google Inc said it would give monthly updates of accidents involving its driverless cars.,normal
GOOG,Alphabet Inc,08-06-2015,BlackRock taps Google scientist to help big data push ,BlackRock Inc  the world's largest asset manager  has hired Bill MacCartney  a former senior Google research scientist  as a managing director  joining its scientific-active equity team  a company spokesman confirmed to Reuters.,topStory
GOOG,Alphabet Inc,08-06-2015,ON THE MOVE-BlackRock taps Google scientist to help big data push ,June 8 BlackRock Inc  the world's largest asset manager  has hired Bill MacCartney  a former senior Google research scientist  as a managing director  joining its scientific-active equity team  a company spokesman confirmed to Reuters.,normal
GOOGL,Alphabet Inc,08-06-2015,BlackRock taps Google scientist to help big data push ,BlackRock Inc  the world's largest asset manager  has hired Bill MacCartney  a former senior Google research scientist  as a managing director  joining its scientific-active equity team  a company spokesman confirmed to Reuters.,topStory
GOOGL,Alphabet Inc,08-06-2015,ON THE MOVE-BlackRock taps Google scientist to help big data push ,June 8 BlackRock Inc  the world's largest asset manager  has hired Bill MacCartney  a former senior Google research scientist  as a managing director  joining its scientific-active equity team  a company spokesman confirmed to Reuters.,normal
GOOG,Alphabet Inc,09-06-2015,Audi CEO's privacy appeal takes aim at Google's car push ,BERLIN  June 9 Volkswagen's Audi will take a stringent line on guarding customers' data  the carmaker's chief executive said on Tuesday  in a thinly veiled swipe at new rival Google Inc..,topStory
GOOGL,Alphabet Inc,09-06-2015,Audi CEO's privacy appeal takes aim at Google's car push ,BERLIN  June 9 Volkswagen's Audi will take a stringent line on guarding customers' data  the carmaker's chief executive said on Tuesday  in a thinly veiled swipe at new rival Google Inc..,topStory
GOOG,Alphabet Inc,12-06-2015,UPDATE 1-Google launches a YouTube built for gamers ,"June 12 Google Inc said on Friday that it is launching a live streaming gaming service called ""YouTube Gaming""  creating a rival to Amazon.com Inc's Twitch service.",topStory
GOOG,Alphabet Inc,12-06-2015,French watchdog pressures Google on right 'to be forgotten' ,"PARIS Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal
GOOG,Alphabet Inc,12-06-2015,"UPDATE 2-French watchdog pressures Google on right ""to be forgotten"" ","PARIS  June 12 Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal
GOOG,Alphabet Inc,12-06-2015,"French regulator ups pressure on Google on ""right to be forgotten"" ","PARIS  June 12 France's data protection regulator has ordered Google to remove information from all versions of its search engine  not just European ones  when users' requested to scrub some results under the so-called ""right to be forgotten"".",normal
GOOGL,Alphabet Inc,12-06-2015,UPDATE 1-Google launches a YouTube built for gamers ,"June 12 Google Inc said on Friday that it is launching a live streaming gaming service called ""YouTube Gaming""  creating a rival to Amazon.com Inc's Twitch service.",topStory
GOOGL,Alphabet Inc,12-06-2015,French watchdog pressures Google on right 'to be forgotten' ,"PARIS Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal
GOOGL,Alphabet Inc,12-06-2015,"UPDATE 2-French watchdog pressures Google on right ""to be forgotten"" ","PARIS  June 12 Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal
GOOGL,Alphabet Inc,12-06-2015,"French regulator ups pressure on Google on ""right to be forgotten"" ","PARIS  June 12 France's data protection regulator has ordered Google to remove information from all versions of its search engine  not just European ones  when users' requested to scrub some results under the so-called ""right to be forgotten"".",normal
GOOG,Alphabet Inc,16-06-2015,Critics due to get EU's Google antitrust charge sheet this week: sources ,BRUSSELS Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,topStory
