Company,Organization,Date,Headline,Article,Relevance
GOOGL,Alphabet Inc,27-01-2016,UK PM Cameron under pressure over Google tax deal ,"LONDON  Jan 27 British Prime Minister David Cameron came under increasing pressure on Wednesday over a back tax deal agreed by Internet group Google that was hailed by his finance minister as a major success but dismissed as ""derisory"" by the opposition Labour Party.",normal
GOOGL,Alphabet Inc,27-01-2016,"Google files patent for drone ""delivery receptacle"" ",SAN FRANCISCO  Jan 26 Google's secretive drone delivery project could include a component designed to store packages securely.,normal
GOOG,Alphabet Inc,28-01-2016,Alphabet to report results in 2 segments: Google  Other Bets ,Jan 28 Alphabet Inc  the new holding company for Google  said it would report its quarterly results in two segments  Google and Other Bets.,topStory
GOOGL,Alphabet Inc,28-01-2016,Alphabet to report results in 2 segments: Google  Other Bets ,Jan 28 Alphabet Inc  the new holding company for Google  said it would report its quarterly results in two segments  Google and Other Bets.,topStory
GOOG,Alphabet Inc,29-01-2016,Alphabet changes results format to separate Google  other bets ,"Hoping to provide greater clarity into the performance of its many holdings  Alphabet Inc said it would report financial results under two segments  Google and ""Other Bets "" when it releases fourth-quarter earnings on Monday.",topStory
GOOG,Alphabet Inc,29-01-2016,Google says G'day to Australian twang  slang ,SYDNEY  Jan 29 Internet search giant Google has added Australian slang and language recognition to its applications  addressing complaints that its software had difficulty in understanding thick local accents and complex place names.,normal
GOOG,Alphabet Inc,29-01-2016,UPDATE 2-Alphabet changes results format to separate Google  other bets ,"Jan 28 Hoping to provide greater clarity into the performance of its many holdings  Alphabet Inc  said it would report financial results under two segments  Google and ""Other Bets "" when it releases fourth-quarter earnings on Monday.",normal
GOOGL,Alphabet Inc,29-01-2016,Alphabet changes results format to separate Google  other bets ,"Hoping to provide greater clarity into the performance of its many holdings  Alphabet Inc said it would report financial results under two segments  Google and ""Other Bets "" when it releases fourth-quarter earnings on Monday.",topStory
GOOGL,Alphabet Inc,29-01-2016,Google says G'day to Australian twang  slang ,SYDNEY  Jan 29 Internet search giant Google has added Australian slang and language recognition to its applications  addressing complaints that its software had difficulty in understanding thick local accents and complex place names.,normal
GOOGL,Alphabet Inc,29-01-2016,UPDATE 2-Alphabet changes results format to separate Google  other bets ,"Jan 28 Hoping to provide greater clarity into the performance of its many holdings  Alphabet Inc  said it would report financial results under two segments  Google and ""Other Bets "" when it releases fourth-quarter earnings on Monday.",normal
GOOG,Alphabet Inc,03-02-2016,Google's search business chief Amit Singhal to leave ,Feb 3 Amit Singhal  the senior vice president of Google's Internet search business at Alphabet Inc  said he would leave at the end of the month after 15 years with the company.,topStory
GOOGL,Alphabet Inc,03-02-2016,Google's search business chief Amit Singhal to leave ,Feb 3 Amit Singhal  the senior vice president of Google's Internet search business at Alphabet Inc  said he would leave at the end of the month after 15 years with the company.,topStory
GOOG,Alphabet Inc,04-02-2016,Google search chief Singhal to quit  to be replaced by AI head ,Google parent Alphabet Inc  said Amit Singhal  the longtime chief of its Internet search business  will leave the company and be replaced by the head of the technology giant's artificial intelligence business.,topStory
GOOGL,Alphabet Inc,04-02-2016,Google search chief Singhal to quit  to be replaced by AI head ,Google parent Alphabet Inc  said Amit Singhal  the longtime chief of its Internet search business  will leave the company and be replaced by the head of the technology giant's artificial intelligence business.,topStory
GOOG,Alphabet Inc,09-02-2016,Google CEO Pichai receives stock grant worth about $199 million ,Google Chief Executive Sundar Pichai received restricted stock worth about $199 million  according to a regulatory filing by Google parent company Alphabet Inc  .,topStory
GOOG,Alphabet Inc,09-02-2016,UPDATE 1-Google CEO Pichai receives stock grant worth about $199 mln ,Feb 8 Google Chief Executive Sundar Pichai received restricted stock worth about $199 million  according to a regulatory filing by Google parent company Alphabet Inc  .,normal
GOOGL,Alphabet Inc,09-02-2016,Google CEO Pichai receives stock grant worth about $199 million ,Google Chief Executive Sundar Pichai received restricted stock worth about $199 million  according to a regulatory filing by Google parent company Alphabet Inc  .,topStory
GOOGL,Alphabet Inc,09-02-2016,UPDATE 1-Google CEO Pichai receives stock grant worth about $199 mln ,Feb 8 Google Chief Executive Sundar Pichai received restricted stock worth about $199 million  according to a regulatory filing by Google parent company Alphabet Inc  .,normal
GOOG,Alphabet Inc,10-02-2016,Exclusive: In boost to self-driving cars  U.S. tells Google computers can qualify as drivers ,WASHINGTON/DETROIT U.S. vehicle safety regulators have said the artificial intelligence system piloting a self-driving Google car could be considered the driver under federal law  a major step toward ultimately winning approval for autonomous vehicles on the roads. | Video ,topStory
GOOG,Alphabet Inc,10-02-2016,In boost to self-driving cars  U.S. tells Google computers can qualify as drivers ,WASHINGTON/DETROIT U.S. vehicle safety regulators have said the artificial intelligence system piloting a self-driving Google car could be considered the driver under federal law  a major step toward ultimately winning approval for autonomous vehicles on the roads.,normal
GOOGL,Alphabet Inc,10-02-2016,Exclusive: In boost to self-driving cars  U.S. tells Google computers can qualify as drivers ,WASHINGTON/DETROIT U.S. vehicle safety regulators have said the artificial intelligence system piloting a self-driving Google car could be considered the driver under federal law  a major step toward ultimately winning approval for autonomous vehicles on the roads. | Video ,topStory
GOOGL,Alphabet Inc,10-02-2016,In boost to self-driving cars  U.S. tells Google computers can qualify as drivers ,WASHINGTON/DETROIT U.S. vehicle safety regulators have said the artificial intelligence system piloting a self-driving Google car could be considered the driver under federal law  a major step toward ultimately winning approval for autonomous vehicles on the roads.,normal
GOOG,Alphabet Inc,11-02-2016,UK lawmakers tell Google to come clean on tax ,LONDON UK lawmakers accused Google on Thursday of trying to fool Britons into believing it was a proponent of tax reform while remaining a prime beneficiary of loopholes in existing rules  and said if it was sincere the company would be more  transparent over its tax affairs. | Video ,topStory
GOOG,Alphabet Inc,11-02-2016,Italy opens tax probe on Google managers: sources ,MILAN Prosecutors are investigating five managers at Alphabet Inc's Google as part of a probe into allegations the firm evaded taxes worth 227 million euros ($257 million) in Italy  investigative sources said on Thursday.,normal
GOOG,Alphabet Inc,11-02-2016,UPDATE 1-Italy opens tax probe on Google managers-sources ,MILAN  Feb 11 Prosecutors are investigating five managers at Alphabet Inc's Google as part of a probe into allegations the firm evaded taxes worth 227 million euros ($257 million) in Italy  investigative sources said on Thursday.,normal
GOOG,Alphabet Inc,11-02-2016,Italy opens tax probe on Google managers-sources ,MILAN  Feb 11 Italian prosecutors are investigating at least three managers at Alphabet Inc's Google  as part of a probe into the company's suspected evasion of taxes worth 227 million euros ($257 million)  investigative sources said on Thursday.,normal
GOOGL,Alphabet Inc,11-02-2016,UK lawmakers tell Google to come clean on tax ,LONDON UK lawmakers accused Google on Thursday of trying to fool Britons into believing it was a proponent of tax reform while remaining a prime beneficiary of loopholes in existing rules  and said if it was sincere the company would be more  transparent over its tax affairs. | Video ,topStory
GOOGL,Alphabet Inc,11-02-2016,Italy opens tax probe on Google managers: sources ,MILAN Prosecutors are investigating five managers at Alphabet Inc's Google as part of a probe into allegations the firm evaded taxes worth 227 million euros ($257 million) in Italy  investigative sources said on Thursday.,normal
GOOGL,Alphabet Inc,11-02-2016,UPDATE 1-Italy opens tax probe on Google managers-sources ,MILAN  Feb 11 Prosecutors are investigating five managers at Alphabet Inc's Google as part of a probe into allegations the firm evaded taxes worth 227 million euros ($257 million) in Italy  investigative sources said on Thursday.,normal
GOOGL,Alphabet Inc,11-02-2016,Italy opens tax probe on Google managers-sources ,MILAN  Feb 11 Italian prosecutors are investigating at least three managers at Alphabet Inc's Google  as part of a probe into the company's suspected evasion of taxes worth 227 million euros ($257 million)  investigative sources said on Thursday.,normal
GOOG,Alphabet Inc,12-02-2016,Google says will not participate in 2016 U.S. airwaves auction ,NEW YORK/SAN FRANCISCO  Feb 12 Alphabet Inc's  Google will not participate in the U.S. Federal Communications Commission's upcoming auction of broadcast airwaves for wireless industry use  a spokeswoman told Reuters on Friday.,topStory
GOOGL,Alphabet Inc,12-02-2016,Google says will not participate in 2016 U.S. airwaves auction ,NEW YORK/SAN FRANCISCO  Feb 12 Alphabet Inc's  Google will not participate in the U.S. Federal Communications Commission's upcoming auction of broadcast airwaves for wireless industry use  a spokeswoman told Reuters on Friday.,topStory
GOOG,Alphabet Inc,19-02-2016,Google accounts show 11 bln euros moved via low tax 'Dutch sandwich' in 2014 ,AMSTERDAM/LONDON  Feb 19 Google moved 10.7 billion euros ($12 billion) through the Netherlands to Bermuda in 2014  as part of a structure which allows it to earn most of its foreign income tax free.,normal
GOOGL,Alphabet Inc,19-02-2016,Google accounts show 11 bln euros moved via low tax 'Dutch sandwich' in 2014 ,AMSTERDAM/LONDON  Feb 19 Google moved 10.7 billion euros ($12 billion) through the Netherlands to Bermuda in 2014  as part of a structure which allows it to earn most of its foreign income tax free.,normal
GOOG,Alphabet Inc,03-03-2016,Google Fiber's video subscriber growth surges 79 percent in 2015 ,Alphabet Inc's much-talked about high-speed internet service  Google Fiber  had 53 000 video subscribers as of December end  up 79 percent from a year earlier  brokerage MoffettNathanson said  citing numbers from the U.S. Copyright Office.,topStory
GOOGL,Alphabet Inc,03-03-2016,Google Fiber's video subscriber growth surges 79 percent in 2015 ,Alphabet Inc's much-talked about high-speed internet service  Google Fiber  had 53 000 video subscribers as of December end  up 79 percent from a year earlier  brokerage MoffettNathanson said  citing numbers from the U.S. Copyright Office.,topStory
GOOG,Alphabet Inc,10-03-2016,U.S. auto safety agency seeking details of Google self-driving crash ,WASHINGTON  March 10 The top U.S. auto safety regulator said Thursday the agency is seeking additional details of a recent crash of an Alphabet Inc Google self-driving car in California.,topStory
GOOGL,Alphabet Inc,10-03-2016,U.S. auto safety agency seeking details of Google self-driving crash ,WASHINGTON  March 10 The top U.S. auto safety regulator said Thursday the agency is seeking additional details of a recent crash of an Alphabet Inc Google self-driving car in California.,topStory
GOOG,Alphabet Inc,14-03-2016,Google to urge Congress to help get self-driving cars on roads ,WASHINGTON  March 14 The head of Alphabet Inc's  Google self-driving car program will urge the U.S. Congress on Tuesday to grant national auto safety regulators new authority to speed the introduction of self-driving cars on American roads.,topStory
GOOGL,Alphabet Inc,14-03-2016,Google to urge Congress to help get self-driving cars on roads ,WASHINGTON  March 14 The head of Alphabet Inc's  Google self-driving car program will urge the U.S. Congress on Tuesday to grant national auto safety regulators new authority to speed the introduction of self-driving cars on American roads.,topStory
GOOG,Alphabet Inc,17-03-2016,Apple signs up for Google's cloud services: Re/code ,Apple Inc recently started using Google's cloud service even as it simultaneously builds its own data centers to reduce its reliance on third-party service providers  technology news website Re/code reported  citing sources familiar with the deal.,normal
GOOG,Alphabet Inc,17-03-2016,Apple signs up for Google's cloud services - Re/code ,March 16 Apple Inc recently started using Google's cloud service even as it simultaneously builds its own data centers to reduce its reliance on third-party service providers  technology news website Re/code reported  citing sources familiar with the deal.,normal
GOOGL,Alphabet Inc,17-03-2016,Apple signs up for Google's cloud services: Re/code ,Apple Inc recently started using Google's cloud service even as it simultaneously builds its own data centers to reduce its reliance on third-party service providers  technology news website Re/code reported  citing sources familiar with the deal.,normal
GOOGL,Alphabet Inc,17-03-2016,Apple signs up for Google's cloud services - Re/code ,March 16 Apple Inc recently started using Google's cloud service even as it simultaneously builds its own data centers to reduce its reliance on third-party service providers  technology news website Re/code reported  citing sources familiar with the deal.,normal
GOOG,Alphabet Inc,19-04-2016,Timeline: Google wins some  loses some in global antitrust battles ,FRANKFURT For more than a decade  Internet search and advertising giant Google  now a unit of holding company Alphabet Inc  has sparred with competitors in an expanding range of industries from Internet to media to telecoms to automobiles.,normal
GOOG,Alphabet Inc,19-04-2016,TIMELINE-Google wins some  loses some in global antitrust battles ,FRANKFURT  April 19 For more than a decade  Internet search and advertising giant Google  now a unit of holding company Alphabet Inc  has sparred with competitors in an expanding range of industries from Internet to media to telecoms to automobiles.,normal
GOOGL,Alphabet Inc,19-04-2016,Timeline: Google wins some  loses some in global antitrust battles ,FRANKFURT For more than a decade  Internet search and advertising giant Google  now a unit of holding company Alphabet Inc  has sparred with competitors in an expanding range of industries from Internet to media to telecoms to automobiles.,normal
GOOGL,Alphabet Inc,19-04-2016,TIMELINE-Google wins some  loses some in global antitrust battles ,FRANKFURT  April 19 For more than a decade  Internet search and advertising giant Google  now a unit of holding company Alphabet Inc  has sparred with competitors in an expanding range of industries from Internet to media to telecoms to automobiles.,normal
GOOG,Alphabet Inc,21-04-2016,CORRECTED-UPDATE 2-Google's parent Alphabet misses Wall Street view ,April 21 Google's parent Alphabet Inc  missed Wall Street targets for first-quarter profit and revenue on Thursday  driving shares of the Web search company down more than 4 percent in late trading on Thursday.,topStory
GOOGL,Alphabet Inc,21-04-2016,CORRECTED-UPDATE 2-Google's parent Alphabet misses Wall Street view ,April 21 Google's parent Alphabet Inc  missed Wall Street targets for first-quarter profit and revenue on Thursday  driving shares of the Web search company down more than 4 percent in late trading on Thursday.,topStory
GOOG,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,Microsoft Corp and Alphabet Inc's  Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOG,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,Microsoft Corp and Alphabet Inc's Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOG,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,April 22 Microsoft Corp and Alphabet Inc's Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOGL,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,Microsoft Corp and Alphabet Inc's  Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOGL,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,Microsoft Corp and Alphabet Inc's Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOGL,Alphabet Inc,22-04-2016,Microsoft  Google agree to drop complaints against each other ,April 22 Microsoft Corp and Alphabet Inc's Google have reached a deal to withdraw all the regulatory complaints against each other  the companies told Reuters.,normal
GOOG,Alphabet Inc,26-04-2016,Google  Ford  Uber launch coalition to further self-driving cars ,WASHINGTON Alphabet Inc's Google unit   Ford Motor Co   the ride-sharing service Uber [UBER.UL] and two other companies said on Tuesday they are forming a coalition to push for federal action to help speed self-driving cars to market.,normal
GOOGL,Alphabet Inc,26-04-2016,Google  Ford  Uber launch coalition to further self-driving cars ,WASHINGTON Alphabet Inc's Google unit   Ford Motor Co   the ride-sharing service Uber [UBER.UL] and two other companies said on Tuesday they are forming a coalition to push for federal action to help speed self-driving cars to market.,normal
GOOG,Alphabet Inc,11-05-2016,FTC taking second look at Google search: Politico ,The U.S. Federal Trade Commission officials are asking questions again about whether Alphabet Inc's Google has abused its dominance in the Internet search market  Politico reported  citing sources familiar with the discussions.,topStory
GOOG,Alphabet Inc,11-05-2016,FTC taking second look at Google search - Politico ,May 11 The U.S. Federal Trade Commission officials are asking questions again about whether Alphabet Inc's Google has abused its dominance in the Internet search market  Politico reported  citing sources familiar with the discussions.,normal
GOOGL,Alphabet Inc,11-05-2016,FTC taking second look at Google search: Politico ,The U.S. Federal Trade Commission officials are asking questions again about whether Alphabet Inc's Google has abused its dominance in the Internet search market  Politico reported  citing sources familiar with the discussions.,topStory
GOOGL,Alphabet Inc,11-05-2016,FTC taking second look at Google search - Politico ,May 11 The U.S. Federal Trade Commission officials are asking questions again about whether Alphabet Inc's Google has abused its dominance in the Internet search market  Politico reported  citing sources familiar with the discussions.,normal
GOOG,Alphabet Inc,18-05-2016,Google unveils Google Home  looks to compete with Amazon's Echo ,May 18 Google  a unit of Alphabet Inc  unveiled a new hardware device called Google Home at the company's annual conference on Wednesday.,topStory
GOOGL,Alphabet Inc,18-05-2016,Google unveils Google Home  looks to compete with Amazon's Echo ,May 18 Google  a unit of Alphabet Inc  unveiled a new hardware device called Google Home at the company's annual conference on Wednesday.,topStory
GOOG,Alphabet Inc,19-05-2016,Google doubles down on artificial intelligence with Home and Allo ,MOUNTAIN VIEW  California Alphabet's Google Inc  unveiled its answer to Amazon's  Alexa virtual assistant along with new messaging and virtual reality products at its annual I/O developer conference on Wednesday  doubling down on artificial intelligence and machine learning as the keys to its future. | Video ,topStory
GOOGL,Alphabet Inc,19-05-2016,Google doubles down on artificial intelligence with Home and Allo ,MOUNTAIN VIEW  California Alphabet's Google Inc  unveiled its answer to Amazon's  Alexa virtual assistant along with new messaging and virtual reality products at its annual I/O developer conference on Wednesday  doubling down on artificial intelligence and machine learning as the keys to its future. | Video ,topStory
GOOG,Alphabet Inc,24-05-2016,UPDATE 3-Investigators raid Google Paris HQ in tax evasion inquiry ,PARIS  May 24 Dozens of French police raided Google's Paris headquarters on Tuesday  escalating an investigation into the digital giant on suspicion of tax evasion.,normal
GOOGL,Alphabet Inc,24-05-2016,UPDATE 3-Investigators raid Google Paris HQ in tax evasion inquiry ,PARIS  May 24 Dozens of French police raided Google's Paris headquarters on Tuesday  escalating an investigation into the digital giant on suspicion of tax evasion.,normal
GOOG,Alphabet Inc,31-05-2016,Russian watchdog again puts off decision on Google fine ,MOSCOW Russia's state competition watchdog has again postponed a decision on a possible fine on Alphabet Inc's Google  the agency said on Tuesday.,topStory
GOOG,Alphabet Inc,31-05-2016,Russian watchdog again puts off decision on Google fine ,MOSCOW  May 31 Russia's state competition watchdog has again postponed a decision on a possible fine on Alphabet Inc's Google  the agency said on Tuesday.,normal
GOOGL,Alphabet Inc,31-05-2016,Russian watchdog again puts off decision on Google fine ,MOSCOW Russia's state competition watchdog has again postponed a decision on a possible fine on Alphabet Inc's Google  the agency said on Tuesday.,topStory
GOOGL,Alphabet Inc,31-05-2016,Russian watchdog again puts off decision on Google fine ,MOSCOW  May 31 Russia's state competition watchdog has again postponed a decision on a possible fine on Alphabet Inc's Google  the agency said on Tuesday.,normal
GOOG,Alphabet Inc,11-07-2016,Google notifies users of 4 000 state-sponsored cyber attacks per month - exec ,July 11 A senior executive of Alphabet Inc's  Google unit said on Monday that the company was notifying customers of 4 000 state-sponsored cyber attacks per month.,topStory
GOOGL,Alphabet Inc,11-07-2016,Google notifies users of 4 000 state-sponsored cyber attacks per month - exec ,July 11 A senior executive of Alphabet Inc's  Google unit said on Monday that the company was notifying customers of 4 000 state-sponsored cyber attacks per month.,topStory
GOOG,Alphabet Inc,12-07-2016,Google notifies users of 4 000 state-sponsored cyber attacks per month: executive ,A senior executive of Alphabet Inc's  Google unit said on Monday that the company was notifying customers of 4 000 state-sponsored cyber attacks per month.,topStory
GOOGL,Alphabet Inc,12-07-2016,Google notifies users of 4 000 state-sponsored cyber attacks per month: executive ,A senior executive of Alphabet Inc's  Google unit said on Monday that the company was notifying customers of 4 000 state-sponsored cyber attacks per month.,topStory
GOOG,Alphabet Inc,14-07-2016,Google says will respond to EU antitrust cases in coming weeks ,BRUSSELS  July 14 Alphabet Inc's Google  said it would examine EU antitrust regulators' third charge against the company and provide a detailed response in the coming weeks  adding it believed it promoted competition.,topStory
GOOGL,Alphabet Inc,14-07-2016,Google says will respond to EU antitrust cases in coming weeks ,BRUSSELS  July 14 Alphabet Inc's Google  said it would examine EU antitrust regulators' third charge against the company and provide a detailed response in the coming weeks  adding it believed it promoted competition.,topStory
GOOG,Alphabet Inc,28-07-2016,Google-parent Alphabet revenue up 21.3 percent ,July 28 Google-parent Alphabet Inc  posted a 21.3 percent rise in second-quarter revenue  driven by strong advertising sales on mobile devices and for video content.,normal
GOOGL,Alphabet Inc,28-07-2016,Google-parent Alphabet revenue up 21.3 percent ,July 28 Google-parent Alphabet Inc  posted a 21.3 percent rise in second-quarter revenue  driven by strong advertising sales on mobile devices and for video content.,normal
GOOG,Alphabet Inc,22-08-2016,BRIEF-Alphabet - Google CEO Sundar Pichai reports open market sale of Co's class A common stock and class C capital stock ,* Google inc  CEO Sundar Pichai reports open market sale of 375 shares of co's class A common stock at average price of $800 per share on August 17,topStory
GOOGL,Alphabet Inc,22-08-2016,BRIEF-Alphabet - Google CEO Sundar Pichai reports open market sale of Co's class A common stock and class C capital stock ,* Google inc  CEO Sundar Pichai reports open market sale of 375 shares of co's class A common stock at average price of $800 per share on August 17,topStory
GOOG,Alphabet Inc,30-08-2016,Google's cloud close to winning PayPal business - CNBC ,Aug 30 Alphabet Inc's Google is close to winning PayPal Holdings Inc as a client for its cloud business  CNBC reported on Tuesday  citing people familiar with the matter.,topStory
GOOGL,Alphabet Inc,30-08-2016,Google's cloud close to winning PayPal business - CNBC ,Aug 30 Alphabet Inc's Google is close to winning PayPal Holdings Inc as a client for its cloud business  CNBC reported on Tuesday  citing people familiar with the matter.,topStory
GOOG,Alphabet Inc,02-09-2016,Exclusive: Google shelves plan for phone with interchangeable parts - sources ,SAN FRANCISCO Alphabet Inc’s  Google has suspended Project Ara  its ambitious effort to build what is known as a modular smartphone with interchangeable components  as part of a broader push to streamline the company's hardware efforts  two people with knowledge of the matter said.,topStory
GOOGL,Alphabet Inc,02-09-2016,Exclusive: Google shelves plan for phone with interchangeable parts - sources ,SAN FRANCISCO Alphabet Inc’s  Google has suspended Project Ara  its ambitious effort to build what is known as a modular smartphone with interchangeable components  as part of a broader push to streamline the company's hardware efforts  two people with knowledge of the matter said.,topStory
GOOG,Alphabet Inc,08-09-2016,Google given more time to reply to EU antitrust charge on Android ,BRUSSELS - Alphabet's Google has been given two more weeks to counter EU antitrust charges that it uses its dominant Android mobile operating system to block competitors  the European Commission said on Thursday.,topStory
GOOG,Alphabet Inc,08-09-2016,CORRECTED-UPDATE 2-Google to buy cloud software company Apigee for $625 mln ,SAN FRANCISCO  Sept 8 Alphabet Inc's  Google said on Thursday it is acquiring cloud software company Apigee Corp in a deal valued at about $625 million  the tech giant's latest effort to claim a greater share of the lucrative cloud business.,normal
GOOG,Alphabet Inc,08-09-2016,UPDATE 1-Google to buy software developer Apigee in $625 mln deal ,Sept 8 Alphabet Inc's Google is acquiring software developer Apigee Corp in a deal valued at about $625 million  as it strengthens its cloud business.,normal
GOOG,Alphabet Inc,08-09-2016,Google to buy software developer Apigee in $625 mln deal ,Sept 8 Alphabet Inc's Google is acquiring software developer Apigee Corp in a deal valued at about $625 million in cash.,normal
GOOGL,Alphabet Inc,08-09-2016,Google given more time to reply to EU antitrust charge on Android ,BRUSSELS - Alphabet's Google has been given two more weeks to counter EU antitrust charges that it uses its dominant Android mobile operating system to block competitors  the European Commission said on Thursday.,topStory
GOOGL,Alphabet Inc,08-09-2016,CORRECTED-UPDATE 2-Google to buy cloud software company Apigee for $625 mln ,SAN FRANCISCO  Sept 8 Alphabet Inc's  Google said on Thursday it is acquiring cloud software company Apigee Corp in a deal valued at about $625 million  the tech giant's latest effort to claim a greater share of the lucrative cloud business.,normal
GOOGL,Alphabet Inc,08-09-2016,UPDATE 1-Google to buy software developer Apigee in $625 mln deal ,Sept 8 Alphabet Inc's Google is acquiring software developer Apigee Corp in a deal valued at about $625 million  as it strengthens its cloud business.,normal
GOOGL,Alphabet Inc,08-09-2016,Google to buy software developer Apigee in $625 mln deal ,Sept 8 Alphabet Inc's Google is acquiring software developer Apigee Corp in a deal valued at about $625 million in cash.,normal
GOOG,Alphabet Inc,14-09-2016,Japan report shows Apple  Google hinder app competition - Nikkei ,Sept 14 Apple Inc and Alphabet Inc's  Google engage in practices that undermine competition in the smartphone app market  Nikkei said  citing a report by Japan's Ministry of Economy  Trade and Industry.,topStory
GOOGL,Alphabet Inc,14-09-2016,Japan report shows Apple  Google hinder app competition - Nikkei ,Sept 14 Apple Inc and Alphabet Inc's  Google engage in practices that undermine competition in the smartphone app market  Nikkei said  citing a report by Japan's Ministry of Economy  Trade and Industry.,topStory
GOOG,Alphabet Inc,15-09-2016,Japan government advisory panel says Apple  Google hinder app competition ,TOKYO Apple Inc and Alphabet Inc's Google engage in practices that undermine competition in the smartphone app market  an advisory panel to Japan's Ministry of Economy  Trade and Industry alleged on Thursday.,topStory
GOOGL,Alphabet Inc,15-09-2016,Japan government advisory panel says Apple  Google hinder app competition ,TOKYO Apple Inc and Alphabet Inc's Google engage in practices that undermine competition in the smartphone app market  an advisory panel to Japan's Ministry of Economy  Trade and Industry alleged on Thursday.,topStory
GOOG,Alphabet Inc,27-09-2016,Google launches service to take internet to India malls  cafes ,MUMBAI Google  a unit of Alphabet Inc  said on Tuesday it launched Google Station in India  a service that aims to deepen its reach across the country  as the search giant seeks to bring more people on to its Google platform.,normal
GOOG,Alphabet Inc,27-09-2016,Google launches service to take internet to India malls  cafes ,MUMBAI  Sept 27 Google  a unit of Alphabet Inc   said on Tuesday it launched Google Station in India  a service that aims to deepen its reach across the country  as the search giant seeks to bring more people on to its Google platform.,normal
GOOGL,Alphabet Inc,27-09-2016,Google launches service to take internet to India malls  cafes ,MUMBAI Google  a unit of Alphabet Inc  said on Tuesday it launched Google Station in India  a service that aims to deepen its reach across the country  as the search giant seeks to bring more people on to its Google platform.,normal
GOOGL,Alphabet Inc,27-09-2016,Google launches service to take internet to India malls  cafes ,MUMBAI  Sept 27 Google  a unit of Alphabet Inc   said on Tuesday it launched Google Station in India  a service that aims to deepen its reach across the country  as the search giant seeks to bring more people on to its Google platform.,normal
GOOG,Alphabet Inc,06-10-2016,Twitter drops 9 percent after report that Google won't bid ,SAN FRANCISCO Shares of Twitter  slumped 9 percent late on Wednesday after Recode reported that Google  owned by Alphabet   would not move forward with a bid to acquire the social network.,normal
GOOG,Alphabet Inc,06-10-2016,Twitter drops 9 percent after report that Google won't bid ,SAN FRANCISCO  Oct 5 Shares of Twitter  slumped 9 percent late on Wednesday after Recode reported that Google  owned by Alphabet  would not move forward with a bid to acquire the social network.,normal
GOOGL,Alphabet Inc,06-10-2016,Twitter drops 9 percent after report that Google won't bid ,SAN FRANCISCO Shares of Twitter  slumped 9 percent late on Wednesday after Recode reported that Google  owned by Alphabet   would not move forward with a bid to acquire the social network.,normal
GOOGL,Alphabet Inc,06-10-2016,Twitter drops 9 percent after report that Google won't bid ,SAN FRANCISCO  Oct 5 Shares of Twitter  slumped 9 percent late on Wednesday after Recode reported that Google  owned by Alphabet  would not move forward with a bid to acquire the social network.,normal
GOOG,Alphabet Inc,11-10-2016,Google buys digital marketing company FameBit ,Alphabet Inc's  Google said it has bought FameBit  an online technology platform that connects brands with YouTube stars to create promotional content.,topStory
GOOG,Alphabet Inc,11-10-2016,Google buys digital marketing company FameBit ,Oct 11 Alphabet Inc's Google said it has bought FameBit  an online technology platform that connects brands with YouTube stars to create promotional content.,normal
GOOGL,Alphabet Inc,11-10-2016,Google buys digital marketing company FameBit ,Alphabet Inc's  Google said it has bought FameBit  an online technology platform that connects brands with YouTube stars to create promotional content.,topStory
GOOGL,Alphabet Inc,11-10-2016,Google buys digital marketing company FameBit ,Oct 11 Alphabet Inc's Google said it has bought FameBit  an online technology platform that connects brands with YouTube stars to create promotional content.,normal
GOOG,Alphabet Inc,20-10-2016,Google signs CBS  in talks with others on web TV: sources ,Alphabet Inc's  Google has reached an agreement with CBS Corp  to carry the network on its planned web TV service and is in advanced talks with 21st Century Fox   Walt Disney Co  and Viacom Inc  to distribute their channels  people with knowledge of the talks told Reuters on Wednesday.,normal
GOOG,Alphabet Inc,20-10-2016,UPDATE 3-Google signs CBS  in talks with others on web TV -sources ,Oct 19 Alphabet Inc's Google has reached an agreement with CBS Corp to carry the network on its planned web TV service and is in advanced talks with 21st Century Fox  Walt Disney Co and Viacom Inc  to distribute their channels  people with knowledge of the talks told Reuters on Wednesday.,normal
GOOGL,Alphabet Inc,20-10-2016,Google signs CBS  in talks with others on web TV: sources ,Alphabet Inc's  Google has reached an agreement with CBS Corp  to carry the network on its planned web TV service and is in advanced talks with 21st Century Fox   Walt Disney Co  and Viacom Inc  to distribute their channels  people with knowledge of the talks told Reuters on Wednesday.,normal
